Inn,Ogrn,КПП,Полное наименование,Короткое наименование,Почтовый индекс,Регион,Округ
1655018804,1021602854965,164543001,Бугульминский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Казанский Национальный Исследовательский Технологический Университет»,"БУГУЛЬМИНСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""КАЗАНСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ""",423243,Респ Татарстан,Приволжский
1655018804,1021602854965,165102001,Нижнекамский химико-технологический институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Казанский Национальный Исследовательский Технологический Университет»,"НИЖНЕКАМСКИЙ ХИМИКО-ТЕХНОЛОГИЧЕСКИЙ ИНСТИТУТ (ФИЛИАЛ) ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""КАЗАНСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ""",423578,Респ Татарстан,Приволжский
1655018804,1021602854965,164843001,Лицей-интернат для одаренных детей с углубленным изучением химии - филиал федерального государственного бюджетного образовательного учреждения высшего образования «Казанский Национальный Исследовательский Технологический Университет» в п. Дубровка республики татарстан,"ЛИЦЕЙ-ИНТЕРНАТ ДЛЯ ОДАРЕННЫХ ДЕТЕЙ С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ХИМИИ - ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""КАЗАНСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ТЕХНОЛОГИЧЕСКИЙ УНИВЕРСИТЕТ"" В П. ДУБРОВКА РЕСПУБЛИКИ ТАТАРСТАН",422522,Респ Татарстан,Приволжский
3812014066,1023801756120,032644001,Представительство федерального государственного бюджетного образовательного учреждения высшего образования «Иркутский Национальный Исследовательский Технический Университет» в г. Улан-удэ,"ПРЕДСТАВИТЕЛЬСТВО ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ИРКУТСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ"" В Г. УЛАН-УДЭ",670009,Респ Бурятия,Дальневосточный
3812014066,1023801756120,385143001,Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Иркутский Национальный Исследовательский Технический Университет» в г. Усолье-сибирском,"ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ИРКУТСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ"" В Г. УСОЛЬЕ-СИБИРСКОМ",665462,Иркутская обл,Сибирский
2901077690,1022900514449,370202001,Ивановский филиал частного образовательного учреждения высшего образования «Институт Управления»,"ИВАНОВСКИЙ ФИЛИАЛ ЧАСТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ИНСТИТУТ УПРАВЛЕНИЯ""",153032,Ивановская обл,Центральный
7704058909,1027739809096,650043001,Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Театральный Институт Имени Бориса Щукина При Государственном Академическом Театре Имени Евгения Вахтангова» в г. Южно-сахалинске (сахалинская область),"ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ТЕАТРАЛЬНЫЙ ИНСТИТУТ ИМЕНИ БОРИСА ЩУКИНА ПРИ ГОСУДАРСТВЕННОМ АКАДЕМИЧЕСКОМ ТЕАТРЕ ИМЕНИ ЕВГЕНИЯ ВАХТАНГОВА"" В Г. ЮЖНО-САХАЛИНСКЕ (САХАЛИНСКАЯ ОБЛАСТЬ)",693008,Сахалинская обл,Дальневосточный
7803006161,1037843065303,390643001,Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский Государственный Институт Сценических Искусств В Калининграде-балтийская Высшая Школа Музыкального И Театрального Искусства»,"ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ СЦЕНИЧЕСКИХ ИСКУССТВ"" В КАЛИНИНГРАДЕ-БАЛТИЙСКАЯ ВЫСШАЯ ШКОЛА МУЗЫКАЛЬНОГО И ТЕАТРАЛЬНОГО ИСКУССТВА""",236008,Калининградская обл,Северо-Западный
7803006161,1037843065303,420543001,Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский Государственный Институт Сценических Искусств В Кемерово - Сибирская Высшая Школа Музыкального И Театрального Искусства»,"ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ СЦЕНИЧЕСКИХ ИСКУССТВ"" В КЕМЕРОВО - ""СИБИРСКАЯ ВЫСШАЯ ШКОЛА МУЗЫКАЛЬНОГО И ТЕАТРАЛЬНОГО ИСКУССТВА""",650056,Кемеровская область - Кузбасс,Сибирский
7803006161,1037843065303,253643001,Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Российский Государственный Институт Сценических Искусств Во Владивостоке - Приморская Высшая Школа Музыкального И Театрального Искусства»,"ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ СЦЕНИЧЕСКИХ ИСКУССТВ"" ВО ВЛАДИВОСТОКЕ - ""ПРИМОРСКАЯ ВЫСШАЯ ШКОЛА МУЗЫКАЛЬНОГО И ТЕАТРАЛЬНОГО ИСКУССТВА""",690091,Приморский край,Дальневосточный
7604010220,1027600676487,761044001,Представительство федерального государственного бюджетного образовательного учреждения высшего образования «Ярославский Государственный Педагогический Университет Им. К.Д. Ушинского»,"ПРЕДСТАВИТЕЛЬСТВО ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЯРОСЛАВСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. К.Д. УШИНСКОГО""",152931,Ярославская обл,Центральный
3232000278,1023201058627,320305001,Представительство федерального государственного бюджетного образовательного учреждения высшего образования «Брянский Государственный Технический Университет» в г. Клинцы брянской области,"ПРЕДСТАВИТЕЛЬСТВО ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""БРЯНСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ"" В Г. КЛИНЦЫ БРЯНСКОЙ ОБЛАСТИ",243146,Брянская обл,Центральный
3232000278,1023201058627,320405001,Представительство федерального государственного бюджетного образовательного учреждения высшего образования «Брянский Государственный Технический Университет» в г. Новозыбкове брянской области,"ПРЕДСТАВИТЕЛЬСТВО ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""БРЯНСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ"" В Г. НОВОЗЫБКОВЕ БРЯНСКОЙ ОБЛАСТИ",243020,Брянская обл,Центральный
3232000278,1023201058627,402443002,Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Брянский Государственный Технический Университет» в г. Людиново калужской области,"ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""БРЯНСКИЙ ГОСУДАРСТВЕННЫЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ"" В Г. ЛЮДИНОВО КАЛУЖСКОЙ ОБЛАСТИ",249406,Калужская обл,Центральный
3666029505,1023601560510,360443001,Борисоглебский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Воронежский Государственный Университет»,"БОРИСОГЛЕБСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ВОРОНЕЖСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ""",397160,Воронежская обл,Центральный
5262004442,1025203733510,524343002,Арзамасский филиал федерального государственного автономного образовательного учреждения высшего образования «Национальный Исследовательский Нижегородский Государственный Университет Им. Н.И. Лобачевского»,"АРЗАМАССКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО АВТОНОМНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ НИЖЕГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМ. Н.И. ЛОБАЧЕВСКОГО""",607220,Нижегородская обл,Приволжский
5262004442,1025203733510,524443001,Балахнинский филиал федерального государственного автономного образовательного учреждения высшего образования «Национальный Исследовательский Нижегородский Государственный Университет Им. Н.И. Лобачевского»,"БАЛАХНИНСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО АВТОНОМНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ НИЖЕГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ИМ. Н.И. ЛОБАЧЕВСКОГО""",606400,Нижегородская обл,Приволжский
3808011538,1023801008648,753602001,Читинский институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Байкальский Государственный Университет»,"ЧИТИНСКИЙ ИНСТИТУТ (ФИЛИАЛ) ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""БАЙКАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ""",672000,Забайкальский край,Дальневосточный
3808011538,1023801008648,380402001,Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Байкальский Государственный Университет» в г. Братске,"ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""БАЙКАЛЬСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ"" В Г. БРАТСКЕ",665700,Иркутская обл,Сибирский
1654003114,1021602835275,164443001,Альметьевский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Казанский Национальный Исследовательский Технический Университет Им. А.Н. Туполева-каи»,"АЛЬМЕТЬЕВСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""КАЗАНСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. А.Н. ТУПОЛЕВА-КАИ""",423457,Респ Татарстан,Приволжский
1654003114,1021602835275,164943001,Лениногорский филиал федерального государственного бюджетного образовательного учреждения высшего образования «Казанский Национальный Исследовательский Технический Университет Им. А.Н. Туполева-каи»,"ЛЕНИНОГОРСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""КАЗАНСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. А.Н. ТУПОЛЕВА-КАИ""",423250,Респ Татарстан,Приволжский
1654003114,1021602835275,165202002,Чистопольский филиал «Восток Федерального Государственного Бюджетного Образовательного Учреждения Высшего Образования Казанский Национальный Исследовательский Технический Университет Им. А.Н. Туполева-каи»,"ЧИСТОПОЛЬСКИЙ ФИЛИАЛ ""ВОСТОК"" ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""КАЗАНСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. А.Н. ТУПОЛЕВА-КАИ""",422981,Респ Татарстан,Приволжский
5902291029,1025900513924,591102001,Березниковский филиал федерального государственного автономного образовательного учреждения высшего образования «Пермский Национальный Исследовательский Политехнический Университет»,"БЕРЕЗНИКОВСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО АВТОНОМНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ПЕРМСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ПОЛИТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ""",618419,Пермский край,Приволжский
5902291029,1025900513924,591802001,Лысьвенский филиал федерального государственного автономного образовательного учреждения высшего образования «Пермский Национальный Исследовательский Политехнический Университет»,"ЛЫСЬВЕНСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО АВТОНОМНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ПЕРМСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ПОЛИТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ""",618902,Пермский край,Приволжский
5902291029,1025900513924,592043001,Чайковский филиал федерального государственного автономного образовательного учреждения высшего образования «Пермский Национальный Исследовательский Политехнический Университет»,"ЧАЙКОВСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО АВТОНОМНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ПЕРМСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ПОЛИТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ""",617764,Пермский край,Приволжский
5902291029,1025900513924,861743001,Образовательный центр г. Когалым (когалымский филиал федерального государственного автономного образовательного учреждения высшего образования «Пермский Национальный Исследовательский Политехнический Университет»),"ОБРАЗОВАТЕЛЬНЫЙ ЦЕНТР Г. КОГАЛЫМ (КОГАЛЫМСКИЙ ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО АВТОНОМНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ПЕРМСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ПОЛИТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ"")",628484,Ханты-Мансийский Автономный округ - Югра,Уральский
7728095113,1027739054420,772843001,Российская детская клиническая больница - филиал федерального государственного автономного образовательного учреждения высшего образования «Российский Национальный Исследовательский Медицинский Университет Имени Н.И. Пирогова» министерства здравоохранения российской федерации,"РОССИЙСКАЯ ДЕТСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА - ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО АВТОНОМНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ ИМЕНИ Н.И. ПИРОГОВА"" МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ",119571,г Москва,Центральный
6316000632,1026301168310,280144001,Представительство федерального государственного автономного образовательного учреждения высшего образования «Самарский Национальный Исследовательский Университет Имени Академика С.П.Королева» в г. Благовещенске,"ПРЕДСТАВИТЕЛЬСТВО ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО АВТОНОМНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""САМАРСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ ИМЕНИ АКАДЕМИКА С.П.КОРОЛЕВА"" В Г. БЛАГОВЕЩЕНСКЕ",675002,Амурская обл,Дальневосточный
6316000632,1026301168310,632544001,Представительство федерального государственного автономного образовательного учреждения высшего образования «Самарский Национальный Исследовательский Университет Имени Академика С.П.Королева» в г. Сызрани,"ПРЕДСТАВИТЕЛЬСТВО ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО АВТОНОМНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""САМАРСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ ИМЕНИ АКАДЕМИКА С.П.КОРОЛЕВА"" В Г. СЫЗРАНИ",446001,Самарская обл,Приволжский
6316000632,1026301168310,632144001,Представительство федерального государственного автономного образовательного учреждения высшего образования «Самарский Национальный Исследовательский Университет Имени Академика С.П.Королева» в г. Тольятти,"ПРЕДСТАВИТЕЛЬСТВО ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО АВТОНОМНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""САМАРСКИЙ НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ УНИВЕРСИТЕТ ИМЕНИ АКАДЕМИКА С.П.КОРОЛЕВА"" В Г. ТОЛЬЯТТИ",445043,Самарская обл,Приволжский
7712076411,1027739021628,622802001,Филиал частного образовательного учреждения высшего образования «Московский Университет Имени С.Ю. Витте» в г. Рязани,"ФИЛИАЛ ЧАСТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ УНИВЕРСИТЕТ ИМЕНИ С.Ю. ВИТТЕ"" В Г. РЯЗАНИ",390013,Рязанская обл,Центральный
7712076411,1027739021628,526243001,Филиал частного образовательного учреждения высшего образования «Московский Университет Имени С.Ю. Витте» в г. Нижнем новгороде,"ФИЛИАЛ ЧАСТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ УНИВЕРСИТЕТ ИМЕНИ С.Ю. ВИТТЕ"" В Г. НИЖНЕМ НОВГОРОДЕ",603022,Нижегородская обл,Приволжский
7712076411,1027739021628,504243001,Филиал частного образовательного учреждения высшего образования «Московский Университет Имени С.Ю. Витте» в г. Сергиевом посаде,"ФИЛИАЛ ЧАСТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ УНИВЕРСИТЕТ ИМЕНИ С.Ю. ВИТТЕ"" В Г. СЕРГИЕВОМ ПОСАДЕ",141303,Московская обл,Центральный
7712076411,1027739021628,616543001,Филиал частного образовательного учреждения высшего образования «Московский Университет Имени С.Ю. Витте» в г. Ростове-на-дону,"ФИЛИАЛ ЧАСТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ УНИВЕРСИТЕТ ИМЕНИ С.Ю. ВИТТЕ"" В Г. РОСТОВЕ-НА-ДОНУ",344018,Ростовская обл,Южный
1655007760,1021602848189,121544001,Представительство фгбоу во казанский гму минздрава россии (г Йошкар-ола),ПРЕДСТАВИТЕЛЬСТВО ФГБОУ ВО КАЗАНСКИЙ ГМУ МИНЗДРАВА РОССИИ (Г ЙОШКАР-ОЛА),424037,Респ Марий Эл,Приволжский
1655007760,1021602848189,165004001,Представительство фгбоу во казанский гму минздрава россии (г Набережные челны),ПРЕДСТАВИТЕЛЬСТВО ФГБОУ ВО КАЗАНСКИЙ ГМУ МИНЗДРАВА РОССИИ (Г НАБЕРЕЖНЫЕ ЧЕЛНЫ),423812,Респ Татарстан,Приволжский
7722000820,1027700117191,525702001,Волго-вятский филиал ордена трудового красного знамени федерального государственного бюджетного образовательного учреждения высшего образования «Московский Технический Университет Связи И Информатики»,"ВОЛГО-ВЯТСКИЙ ФИЛИАЛ ОРДЕНА ТРУДОВОГО КРАСНОГО ЗНАМЕНИ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ СВЯЗИ И ИНФОРМАТИКИ""",603011,Нижегородская обл,Приволжский
7722000820,1027700117191,616402001,Северо-кавказский филиал ордена трудового красного знамени федерального государственного бюджетного образовательного учреждения высшего образования «Московский Технический Университет Связи И Информатики»,"СЕВЕРО-КАВКАЗСКИЙ ФИЛИАЛ ОРДЕНА ТРУДОВОГО КРАСНОГО ЗНАМЕНИ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""МОСКОВСКИЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ СВЯЗИ И ИНФОРМАТИКИ""",344002,Ростовская обл,Южный
5010010374,1025001421026,502743001,Филиал «Котельники Федерального Государственного Бюджетного Образовательного Учреждения Высшего Образования Университет Дубна»,,140053,Московская обл,Центральный
5010010374,1025001421026,503743001,Филиал «Протвино Федерального Государственного Бюджетного Образовательного Учреждения Высшего Образования Университет Дубна»,,142281,Московская обл,Центральный
5010010374,1025001421026,500743001,Филиал федерального государственного бюджетного образовательного учреждения высшего образования «Университет Дубна» - дмитровский институт непрерывного образования,,141801,Московская обл,Центральный
2635028429,1022601948148,261743001,Филиал гбоу во сгпи,ФИЛИАЛ ГБОУ ВО СГПИ,356530,Ставропольский край,Северо-Кавказский
2635028429,1022601948148,262744001,Представительство гбоу во сгпи (г Железноводск),ПРЕДСТАВИТЕЛЬСТВО ГБОУ ВО СГПИ (Г ЖЕЛЕЗНОВОДСК),357430,Ставропольский край,Северо-Кавказский
2635028429,1022601948148,261544001,Представительство гбоу во сгпи (г Новоалександровск),ПРЕДСТАВИТЕЛЬСТВО ГБОУ ВО СГПИ (Г НОВОАЛЕКСАНДРОВСК),356003,Ставропольский край,Северо-Кавказский
2635028429,1022601948148,261744001,Представительство гбоу во сгпи (г Светлоград),ПРЕДСТАВИТЕЛЬСТВО ГБОУ ВО СГПИ (Г СВЕТЛОГРАД),356530,Ставропольский край,Северо-Кавказский
2635028429,1022601948148,262743001,Филиал государственного бюджетного образовательного учреждения высшего образования «Ставропольский Государственный Педагогический Институт» в г. Железноводске,"ФИЛИАЛ ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""СТАВРОПОЛЬСКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ ИНСТИТУТ"" В Г. ЖЕЛЕЗНОВОДСКЕ",357430,Ставропольский край,Северо-Кавказский
8601016987,1028600511103,860402001,Индустриальный институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Югорский Государственный Университет»,"ИНДУСТРИАЛЬНЫЙ ИНСТИТУТ (ФИЛИАЛ) ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЮГОРСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ""",628301,Ханты-Мансийский Автономный округ - Югра,Уральский
8601016987,1028600511103,860302001,Нефтяной институт (филиал) федерального государственного бюджетного образовательного учреждения высшего образования «Югорский Государственный Университет»,"НЕФТЯНОЙ ИНСТИТУТ (ФИЛИАЛ) ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО ОБРАЗОВАТЕЛЬНОГО УЧРЕЖДЕНИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""ЮГОРСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ""",628611,Ханты-Мансийский Автономный округ - Югра,Уральский
